timestamp_utc,pair,spot,change_pct,dxy,us10y,gold,vix,sp500,bias,raw_response_chars
2026-05-18 06:25,US500,7409.1802,-0.96,99.234,4.595,4543.2998,18.42,,FALL,1689
2026-05-18 07:00,US500,7409.1802,-0.96,99.186,4.595,4547.3999,18.42,,FALL,1664
2026-05-18 08:00,US500,7409.1802,-0.96,99.209,4.595,4544.5,19.27,,FALL,1671
2026-05-18 09:00,US500,7409.1802,-0.96,99.094,4.595,4559.1001,18.91,,FALL,1643
2026-05-18 10:00,US500,7409.1802,-0.96,99.159,4.595,4545.6001,18.97,,FALL,1669
2026-05-18 11:00,US500,7409.1802,-0.96,99.198,4.595,4545.2002,19.11,,FALL,1658
2026-05-18 12:00,US500,7409.1802,-0.96,99.135,4.595,4556.2998,18.71,,FALL,1742
2026-05-18 13:00,US500,7409.1802,-0.96,99.034,4.568,4572.6001,18.35,,FALL,1802
2026-05-18 14:01,US500,7415.8901,-0.19,99.027,4.575,4581.7998,18.79,,FALL,1808
2026-05-18 15:01,US500,7395.6499,-0.46,99.078,4.603,4549.0,18.58,,FALL,1572
2026-05-18 16:00,US500,7378.8101,-0.69,99.061,4.603,4545.7002,18.67,,FALL,1653
2026-05-18 17:01,US500,7385.02,-0.61,99.027,4.595,4557.2998,18.61,,DRIFT,1710
2026-05-18 18:01,US500,7380.1401,-0.67,99.019,4.597,4553.0,18.29,,FALL,1668
