timestamp_utc,pair,spot,change_pct,dxy,us10y,gold,vix,sp500,bias,raw_response_chars
2026-05-18 06:25,GER40,23953.1602,-1.57,99.245,4.595,4540.0,18.42,7409.1802,FALL,1537
2026-05-18 07:00,GER40,23953.1602,-1.02,99.184,4.595,4547.2998,18.42,7409.1802,FALL,1757
2026-05-18 08:00,GER40,23848.6797,-1.45,99.21,4.595,4544.7998,19.27,7409.1802,FALL,1624
2026-05-18 09:00,GER40,23976.1094,-0.92,99.101,4.595,4558.2998,18.93,7409.1802,FALL,1704
2026-05-18 10:00,GER40,23991.2695,-0.86,99.162,4.595,4544.0,18.97,7409.1802,FALL,1609
2026-05-18 11:00,GER40,24017.8691,-0.75,99.203,4.595,4544.0,19.1,7409.1802,FALL,1626
2026-05-18 12:00,GER40,24183.6895,-0.07,99.146,4.595,4557.1001,18.7,7409.1802,FALL,1827
2026-05-18 13:00,GER40,24354.6895,0.64,99.041,4.568,4569.8999,18.35,7409.1802,FALL,1782
2026-05-18 14:01,GER40,24366.4902,0.69,99.017,4.574,4583.6001,18.75,7414.8799,FALL,1759
2026-05-18 15:01,GER40,24312.0,0.46,99.067,4.603,4551.6001,18.62,7391.3101,FALL,1745
