timestamp_utc,pair,spot,change_pct,dxy,us10y,gold,vix,sp500,bias,raw_response_chars
2026-05-18 06:25,UK100,10174.3701,-1.34,99.24,4.595,4542.7002,18.42,7409.1802,FALL,1696
2026-05-18 07:00,UK100,10174.3701,-1.14,99.187,4.595,4547.8999,18.42,7409.1802,FALL,1669
2026-05-18 08:00,UK100,10182.6201,-1.06,99.207,4.595,4544.7002,19.27,7409.1802,FALL,1791
2026-05-18 09:00,UK100,10210.2402,-0.79,99.1,4.595,4557.5,18.93,7409.1802,FALL,1731
2026-05-18 10:00,UK100,10221.4297,-0.68,99.161,4.595,4545.7002,18.97,7409.1802,FALL,1678
2026-05-18 11:00,UK100,10219.0898,-0.7,99.198,4.595,4544.0,19.1,7409.1802,FALL,1573
2026-05-18 12:00,UK100,10260.4502,-0.3,99.142,4.595,4555.8999,18.73,7409.1802,FALL,1734
2026-05-18 13:00,UK100,10294.6904,0.03,99.037,4.568,4571.3999,18.35,7409.1802,FALL,1604
2026-05-18 14:01,UK100,10317.8604,0.26,99.013,4.575,4584.0,18.76,7413.4199,FALL,1776
2026-05-18 15:01,UK100,10325.3096,0.33,99.074,4.603,4551.6001,18.6,7391.9702,FALL,1646
2026-05-18 16:00,UK100,10296.5898,0.05,99.069,4.603,4545.8999,18.68,7378.7598,FALL,1725
2026-05-18 17:01,UK100,10296.5898,0.05,99.023,4.595,4556.7998,18.6,7382.9502,FALL,1674
